"SMaltSaisonSession50x - RawData"
"Wavelength nm.","Abs."
585.00,0.042
586.00,0.042
587.00,0.042
588.00,0.042
589.00,0.042
590.00,0.042
591.00,0.042
592.00,0.042
593.00,0.042
594.00,0.042
595.00,0.042
596.00,0.042
597.00,0.042
598.00,0.042
599.00,0.042
600.00,0.042
601.00,0.042
602.00,0.042
603.00,0.042
604.00,0.042
605.00,0.042
606.00,0.042
607.00,0.042
608.00,0.042
609.00,0.042
610.00,0.042
611.00,0.042
612.00,0.042
613.00,0.042
614.00,0.042
615.00,0.042
616.00,0.042
617.00,0.042
618.00,0.042
619.00,0.042
620.00,0.042
621.00,0.042
622.00,0.042
623.00,0.042
624.00,0.042
625.00,0.042
626.00,0.042
627.00,0.042
628.00,0.042
629.00,0.042
630.00,0.041
631.00,0.042
632.00,0.042
633.00,0.042
634.00,0.041
635.00,0.041
636.00,0.041
637.00,0.041
638.00,0.041
639.00,0.041
640.00,0.041
641.00,0.041
642.00,0.041
643.00,0.041
644.00,0.041
645.00,0.041
646.00,0.041
647.00,0.041
648.00,0.041
649.00,0.041
650.00,0.041
651.00,0.041
652.00,0.041
653.00,0.041
654.00,0.041
655.00,0.041
656.00,0.041
657.00,0.041
658.00,0.041
659.00,0.041
660.00,0.041
661.00,0.041
662.00,0.041
663.00,0.041
664.00,0.041
665.00,0.041
666.00,0.041
667.00,0.041
668.00,0.041
669.00,0.041
670.00,0.041
671.00,0.041
672.00,0.041
673.00,0.041
674.00,0.041
675.00,0.041
676.00,0.041
677.00,0.041
678.00,0.041
679.00,0.041
680.00,0.041
681.00,0.041
682.00,0.041
683.00,0.041
684.00,0.041
685.00,0.041
686.00,0.041
687.00,0.041
688.00,0.041
689.00,0.041
690.00,0.041
691.00,0.041
692.00,0.041
693.00,0.041
694.00,0.041
695.00,0.041
696.00,0.041
697.00,0.041
698.00,0.041
699.00,0.041
700.00,0.042
701.00,0.042
702.00,0.042
703.00,0.042
704.00,0.042
705.00,0.042
706.00,0.042
707.00,0.042
708.00,0.042
709.00,0.042
710.00,0.042
711.00,0.042
712.00,0.042
713.00,0.043
714.00,0.043
715.00,0.043
716.00,0.043
717.00,0.043
718.00,0.043
719.00,0.044
720.00,0.044
721.00,0.044
722.00,0.044
723.00,0.044
724.00,0.045
725.00,0.045
726.00,0.045
727.00,0.046
728.00,0.046
729.00,0.046
730.00,0.047
731.00,0.047
732.00,0.048
733.00,0.048
734.00,0.049
735.00,0.049
736.00,0.049
737.00,0.050
738.00,0.050
739.00,0.050
740.00,0.050
741.00,0.050
742.00,0.050
743.00,0.050
744.00,0.050
745.00,0.050
746.00,0.050
747.00,0.050
748.00,0.050
749.00,0.050
750.00,0.050
751.00,0.050
752.00,0.050
753.00,0.050
754.00,0.050
755.00,0.050
756.00,0.050
757.00,0.050
758.00,0.050
759.00,0.050
760.00,0.050
761.00,0.050
762.00,0.050
763.00,0.050
764.00,0.050
765.00,0.050
766.00,0.050
767.00,0.050
768.00,0.050
769.00,0.050
770.00,0.050
771.00,0.050
772.00,0.049
773.00,0.049
774.00,0.049
775.00,0.049
776.00,0.049
777.00,0.049
778.00,0.049
779.00,0.049
780.00,0.049
781.00,0.049
782.00,0.049
783.00,0.049
784.00,0.048
785.00,0.048
786.00,0.048
787.00,0.048
788.00,0.048
789.00,0.048
790.00,0.048
791.00,0.048
792.00,0.048
793.00,0.048
794.00,0.047
795.00,0.047
796.00,0.047
797.00,0.047
798.00,0.047
799.00,0.047
800.00,0.047
801.00,0.047
802.00,0.047
803.00,0.047
804.00,0.047
805.00,0.047
806.00,0.046
807.00,0.046
808.00,0.046
809.00,0.046
810.00,0.046
811.00,0.046
812.00,0.047
813.00,0.047
814.00,0.047
815.00,0.047
816.00,0.047
817.00,0.047
818.00,0.047
819.00,0.047
820.00,0.047
821.00,0.047
822.00,0.048
823.00,0.048
824.00,0.048
825.00,0.048
826.00,0.049
827.00,0.049
828.00,0.050
829.00,0.050
830.00,0.051
831.00,0.052
832.00,0.052
833.00,0.052
834.00,0.053
835.00,0.053
836.00,0.053
837.00,0.053
838.00,0.053
839.00,0.054
840.00,0.054
841.00,0.054
842.00,0.054
843.00,0.054
844.00,0.054
845.00,0.054
846.00,0.054
847.00,0.055
848.00,0.055
849.00,0.055
850.00,0.055
851.00,0.055
852.00,0.055
853.00,0.055
854.00,0.055
855.00,0.055
856.00,0.056
857.00,0.056
858.00,0.056
859.00,0.056
860.00,0.056
861.00,0.056
862.00,0.056
863.00,0.056
864.00,0.056
865.00,0.056
866.00,0.057
867.00,0.057
868.00,0.057
869.00,0.057
870.00,0.057
871.00,0.057
872.00,0.057
873.00,0.058
874.00,0.058
875.00,0.058
876.00,0.058
877.00,0.058
878.00,0.059
879.00,0.059
880.00,0.059
881.00,0.059
882.00,0.060
883.00,0.060
884.00,0.060
885.00,0.060
886.00,0.061
887.00,0.061
888.00,0.061
889.00,0.061
890.00,0.061
891.00,0.062
892.00,0.062
893.00,0.062
894.00,0.062
895.00,0.063
896.00,0.063
897.00,0.063
898.00,0.063
899.00,0.064
900.00,0.064
